# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.12.2018 11:00";"-6.1";"748.9";"783.0";"0.6";"81";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-10.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-8.8";"0.2";"12";"";"";"";"";
"04.12.2018 08:00";"-8.0";"748.3";"782.6";"0.7";"87";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-9.8";"0.2";"12";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"04.12.2018 05:00";"-9.9";"747.6";"782.1";"0.7";"88";"Calm, no wind";"0";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-11.6";"";"";"";"";"";"";
"04.12.2018 02:00";"-10.4";"746.9";"781.4";"0.5";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-12.1";"";"";"";"";"";"";
"03.12.2018 23:00";"-10.1";"746.4";"780.8";"0.9";"88";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-10.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-11.7";"Trace of precipitation";"12";"";"";"";"";
"03.12.2018 20:00";"-10.9";"745.5";"780.0";"0.4";"84";"Wind blowing from the south";"1";"";"";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-10.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-13.1";"Trace of precipitation";"12";"";"";"";"";
"03.12.2018 17:00";"-11.2";"745.1";"779.7";"0.5";"77";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-14.4";"";"";"";"";"";"";
"03.12.2018 14:00";"-10.7";"744.6";"779.0";"-0.1";"74";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"-14.4";"";"";"";"";"";"";
"03.12.2018 11:00";"-12.3";"744.7";"779.4";"-0.2";"76";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"-13.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-15.7";"";"";"";"";"";"";
"03.12.2018 08:00";"-12.6";"744.9";"779.6";"0.1";"79";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"10.0";"-15.5";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"03.12.2018 05:00";"-12.7";"744.8";"779.5";"-0.6";"77";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"";"-16.0";"";"";"";"";"";"";
"03.12.2018 02:00";"-12.9";"745.4";"780.2";"-1.0";"81";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"";"-15.5";"";"";"";"";"";"";
"02.12.2018 23:00";"-13.2";"746.4";"781.3";"-0.7";"82";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"-9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"";"-15.6";"Trace of precipitation";"12";"";"";"";"";
"02.12.2018 20:00";"-13.7";"747.1";"782.0";"-0.6";"84";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"-9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"";"-15.8";"Trace of precipitation";"12";"";"";"";"";
"02.12.2018 17:00";"-12.4";"747.7";"782.5";"-0.1";"83";"Wind blowing from the south-southwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-14.7";"";"";"";"";"";"";
"02.12.2018 14:00";"-9.7";"747.8";"782.2";"-0.2";"75";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-13.3";"";"";"";"";"";"";
"02.12.2018 11:00";"-10.5";"748.0";"782.5";"0.6";"78";"Wind blowing from the south-southwest";"2";"";"";"40%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-15.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-13.6";"0.2";"12";"";"";"";"";
"02.12.2018 08:00";"-12.2";"747.4";"782.2";"1.5";"85";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"4.0";"-14.3";"0.2";"12";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"02.12.2018 05:00";"-12.7";"745.9";"780.7";"1.2";"84";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-14.8";"";"";"";"";"";"";
"02.12.2018 02:00";"-13.3";"744.7";"779.5";"1.4";"83";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-15.6";"";"";"";"";"";"";
"01.12.2018 23:00";"-14.4";"743.3";"778.2";"1.3";"82";"Wind blowing from the north-west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-13.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-16.8";"2.0";"12";"";"";"";"";
"01.12.2018 20:00";"-14.9";"742.0";"776.8";"1.8";"83";"Wind blowing from the north";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-13.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-17.1";"2.0";"12";"";"";"";"";
"01.12.2018 17:00";"-14.7";"740.2";"775.0";"1.2";"81";"Wind blowing from the west";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-17.2";"";"";"";"";"";"";
"01.12.2018 14:00";"-13.6";"739.0";"773.6";"-1.3";"77";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"-16.8";"";"";"";"";"";"";
"01.12.2018 11:00";"-14.2";"740.3";"775.0";"-1.9";"83";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"-19.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.5";"-16.5";"0.5";"12";"";"";"";"";
"01.12.2018 08:00";"-15.6";"742.2";"777.2";"-1.7";"83";"Wind blowing from the south";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"-17.8";"0.5";"12";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"01.12.2018 05:00";"-18.0";"743.9";"779.3";"-0.6";"81";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Blizzard";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-20.5";"";"";"";"";"";"";
"01.12.2018 02:00";"-19.7";"744.5";"780.2";"0.7";"79";"Wind blowing from the south";"1";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Blizzard";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"";"-22.4";"";"";"";"";"";"";
"30.11.2018 23:00";"-18.9";"743.8";"779.3";"2.9";"79";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-16.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-21.6";"";"";"";"";"";"";
"30.11.2018 20:00";"-18.6";"740.9";"776.3";"3.4";"79";"Wind blowing from the west-northwest";"3";"";"";"60%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-16.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-21.3";"";"";"";"";"";"";
"30.11.2018 17:00";"-18.3";"737.5";"772.6";"2.6";"77";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-21.3";"";"";"";"";"";"";
"30.11.2018 14:00";"-17.2";"734.9";"769.8";"1.9";"74";"Wind blowing from the west";"3";"";"";"60%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-20.7";"";"";"";"";"";"";
"30.11.2018 11:00";"-17.4";"733.0";"767.8";"1.9";"74";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"-17.5";"";"";"";"";"";"";"10.0";"-20.9";"1.0";"12";"";"";"";"";
"30.11.2018 08:00";"-17.0";"731.1";"765.7";"2.0";"80";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.6";"1.0";"12";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"30.11.2018 05:00";"-12.2";"729.1";"763.0";"0.0";"81";"Wind blowing from the west";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-14.9";"";"";"";"";"";"";
"30.11.2018 02:00";"-9.8";"729.1";"762.7";"0.6";"82";"Wind blowing from the north-northwest";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"";"-12.4";"";"";"";"";"";"";
"29.11.2018 23:00";"-9.1";"728.5";"762.0";"1.8";"74";"Wind blowing from the west";"3";"";"";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Rain.";"";"1.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-13.0";"5.0";"12";"";"";"";"";
"29.11.2018 20:00";"-5.2";"726.7";"759.7";"1.7";"90";"Wind blowing from the west-northwest";"4";"";"15";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Rain.";"";"1.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-6.6";"5.0";"12";"";"";"";"";
"29.11.2018 17:00";"0.6";"725.0";"757.1";"0.2";"100";"Wind blowing from the south-west";"5";"";"15";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"";"0.6";"";"";"";"";"";"";
"29.11.2018 14:00";"1.4";"724.8";"756.7";"-1.1";"94";"Wind blowing from the south-west";"5";"";"16";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"0.6";"";"";"";"";"";"";
"29.11.2018 11:00";"0.5";"725.9";"758.0";"-2.3";"94";"Wind blowing from the south-southwest";"6";"";"18";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Drizzle.";"-4.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"-0.3";"0.4";"12";"";"";"";"";
"29.11.2018 08:00";"-1.3";"728.2";"760.6";"-2.3";"94";"Wind blowing from the south-southwest";"5";"";"16";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"-2.1";"0.4";"12";"";"";"Even layer of loose dry snow covering ground completely.";"14.0";
"29.11.2018 05:00";"-2.8";"730.5";"763.3";"-2.2";"84";"Wind blowing from the south";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-5.1";"";"";"";"";"";"";
